player_age,player_name,assists_per_game,points_per_game
33,"VANTERPOOL, DAVID",3.3,11.1
30,"GOREE, MARCUS",1.3,11.3
33,"SHENGELIA, TORNIKE",2.2,12.2
33,"CAMPAZZO, FACUNDO",5.8,9.8
39,"SCOLA, LUIS",1.6,13.4
31,"SOLOMON, WILLIE",3.2,15.3
34,"AYON, GUSTAVO",2.4,9.9
31,"DUBLJEVIC, BOJAN",1.7,11.9
30,"STANOJEVIC, JOVO",1.3,14.1
36,"FUCKA, GREGOR",1.0,12.3
28,"WANAMAKER, BRAD",4.2,13.5
34,"GARBAJOSA, JORGE",1.2,11.2
34,"CLYBURN, WILL",1.7,13.8
33,"SHVED, ALEXEY",4.6,16.1
30,"MASSEY, JEREMIAH",0.9,12.0
29,"LESSORT, MATHIAS",1.1,10.6
36,"BROWN, MARCUS",2.6,15.3
32,"TAVARES, WALTER",1.0,9.4
32,"VUJCIC, NIKOLA",2.7,12.7
34,"TOMASEVIC, DEJAN",2.1,11.5
28,"LUKOVSKI, DRAGAN",4.2,13.1
35,"LANGFORD, KEITH",2.6,16.0
31,"LOLLIS, QUADRE-MICHAEL",1.9,11.8
34,"JAMES, MIKE",4.6,16.3
37,"DE COLO, NANDO",3.6,15.0
33,"EDNEY, TYUS",4.3,15.2
29,"BASTON, MACEO",0.7,13.3
33,"MIROTIC, NIKOLA",1.2,14.7
32,"LARKIN, SHANE",4.6,14.9
28,"KAMBALA, KASPARS",0.5,16.7
33,"BODIROGA, DEJAN",2.0,16.1
35,"TURKCAN, MIRSAD",1.4,11.8
36,"BEARD, TANOKA",1.3,15.2
31,"BLAIR, JOSEPH",1.1,13.5
31,"FORD, ALPHONSO",2.7,22.2
30,"PARKER, ANTHONY",3.2,16.3
